LABEL,SENSOR_A,SENSOR_B,TIME,container_id
UNLOAD_SHIP,-136,-63,2015-03-08T23:51:29.278177,91
NOISE,111,34,2015-03-11T10:24:56.278177,91
LOAD_TRAIN,101,-49,2015-03-11T20:17:58.954596,91
DEPART_TRAIN,-24,59,2015-03-12T16:38:59.511482,91
NOISE,22,-37,2015-02-02T17:31:05.245831,92
UNLOAD_SHIP,-210,17,2015-02-03T21:58:08.011428,92
LOAD_TRAIN,139,-43,2015-02-06T22:49:13.582673,92
DEPART_TRAIN,17,103,2015-02-07T19:17:09.326209,92
UNLOAD_SHIP,-156,62,2015-11-04T01:52:06.070661,93
LOAD_TRAIN,119,-23,2015-11-07T06:43:08.946662,93
DEPART_TRAIN,25,-119,2015-11-08T11:09:05.391189,93
UNLOAD_SHIP,-132,-2,2015-12-12T10:14:39.544131,94
NOISE,86,43,2015-12-14T06:33:11.544131,94
LOAD_TRAIN,70,-12,2015-12-15T05:15:02.533490,94
DEPART_TRAIN,1,-71,2015-12-16T10:29:30.682603,94
NOISE,44,33,2015-08-25T08:50:02.964195,95
UNLOAD_SHIP,-143,13,2015-08-26T03:02:59.812619,95
LOAD_TRAIN,132,-35,2015-08-29T08:08:49.645444,95
DEPART_TRAIN,17,-88,2015-08-30T14:39:36.155641,95
UNLOAD_SHIP,-200,45,2015-03-21T10:49:44.088577,96
NOISE,75,68,2015-03-21T14:46:54.088577,96
LOAD_TRAIN,122,3,2015-03-24T10:38:40.502917,96
DEPART_TRAIN,22,-92,2015-03-25T15:28:08.342819,96
UNLOAD_SHIP,-210,60,2015-11-21T01:45:15.707248,97
LOAD_TRAIN,89,-8,2015-11-23T19:47:58.570211,97
DEPART_TRAIN,-3,-88,2015-11-24T13:04:58.584262,97
NOISE,62,-107,2015-07-29T10:54:29.894338,98
UNLOAD_SHIP,-283,16,2015-07-29T18:21:15.326343,98
LOAD_TRAIN,78,-6,2015-08-01T17:21:44.296102,98
DEPART_TRAIN,-37,-144,2015-08-02T11:21:42.339354,98
UNLOAD_SHIP,-306,-11,2015-03-24T11:51:25.122702,99
LOAD_TRAIN,70,22,2015-03-27T12:03:11.441884,99
DEPART_TRAIN,21,-93,2015-03-28T17:24:03.893020,99
NOISE,82,-84,2015-05-08T09:13:46.739856,100
UNLOAD_SHIP,-287,-37,2015-05-09T21:54:23.898752,100
LOAD_TRAIN,68,-12,2015-05-12T18:19:50.653068,100
DEPART_TRAIN,-8,-120,2015-05-13T18:45:28.738105,100
UNLOAD_SHIP,-303,57,2015-06-26T04:03:51.740357,101
NOISE,53,-54,2015-06-26T07:18:30.740357,101
LOAD_TRAIN,127,24,2015-06-29T09:46:34.295111,101
DEPART_TRAIN,-2,-111,2015-06-30T16:45:00.440526,101
UNLOAD_SHIP,-211,-45,2015-11-07T18:29:35.937334,102
LOAD_TRAIN,135,18,2015-11-10T12:49:39.408209,102
DEPART_TRAIN,-39,122,2015-11-11T09:49:16.678520,102
UNLOAD_SHIP,-239,21,2015-10-26T08:59:08.035825,103
NOISE,66,71,2015-10-26T11:17:29.035825,103
LOAD_TRAIN,126,30,2015-10-29T05:24:31.793577,103
DEPART_TRAIN,-32,-141,2015-10-30T02:09:58.740766,103
UNLOAD_SHIP,-291,29,2015-03-25T04:56:41.129984,104
LOAD_TRAIN,93,41,2015-03-28T06:59:10.573076,104
NOISE,116,114,2015-03-28T09:47:04.573076,104
DEPART_TRAIN,-22,-97,2015-03-29T02:21:22.434362,104
NOISE,113,-92,2015-03-29T23:00:21.434362,104
UNLOAD_SHIP,-243,-31,2015-08-03T04:13:23.592836,105
LOAD_TRAIN,96,7,2015-08-06T04:20:46.836959,105
NOISE,114,119,2015-08-06T06:45:52.836959,105
NOISE,19,-25,2015-08-06T19:19:19.836959,105
DEPART_TRAIN,6,74,2015-08-07T02:03:09.076632,105
NOISE,59,38,2015-08-07T02:24:32.076632,105
NOISE,94,-84,2015-08-08T00:07:16.076632,105
UNLOAD_SHIP,-182,-13,2015-08-02T17:00:59.666928,106
NOISE,78,-94,2015-08-03T18:47:11.666928,106
LOAD_TRAIN,92,-7,2015-08-05T14:46:10.965286,106
DEPART_TRAIN,28,-144,2015-08-06T11:47:46.691906,106
UNLOAD_SHIP,-170,36,2015-10-02T04:39:49.690549,107
LOAD_TRAIN,70,-3,2015-10-05T10:14:40.601135,107
DEPART_TRAIN,-14,94,2015-10-06T04:00:24.443697,107
NOISE,41,81,2015-03-19T14:18:37.856125,108
UNLOAD_SHIP,-249,53,2015-03-20T05:07:48.401328,108
NOISE,108,-4,2015-03-21T06:39:00.401328,108
LOAD_TRAIN,84,22,2015-03-23T11:53:42.578830,108
NOISE,14,-10,2015-03-23T19:11:46.578830,108
DEPART_TRAIN,28,-66,2015-03-24T11:36:00.032489,108
NOISE,49,-67,2015-03-24T12:17:28.032489,108
UNLOAD_SHIP,-258,-36,2015-06-04T16:08:43.441599,109
NOISE,54,76,2015-06-07T14:10:27.441599,109
LOAD_TRAIN,90,48,2015-06-07T23:14:08.436829,109
NOISE,105,98,2015-06-08T18:02:16.436829,109
DEPART_TRAIN,38,-108,2015-06-08T19:56:00.160706,109
NOISE,36,114,2015-06-09T07:08:10.160706,109
NOISE,24,70,2015-01-21T16:08:29.700215,110
UNLOAD_SHIP,-153,-22,2015-01-24T02:24:45.897182,110
LOAD_TRAIN,95,-12,2015-01-27T07:23:31.194471,110
NOISE,119,-7,2015-01-27T08:09:23.194471,110
DEPART_TRAIN,-17,80,2015-01-28T03:15:45.522922,110
NOISE,10,101,2015-01-28T17:00:24.522922,110
NOISE,102,-2,2015-05-28T21:41:46.315688,111
UNLOAD_SHIP,-296,45,2015-05-30T21:33:22.943659,111
LOAD_TRAIN,102,-16,2015-06-03T01:43:06.827115,111
DEPART_TRAIN,-22,70,2015-06-04T06:02:55.363863,111
NOISE,95,42,2015-03-18T18:09:38.626874,112
UNLOAD_SHIP,-221,32,2015-03-20T00:36:52.991496,112
LOAD_TRAIN,123,-7,2015-03-23T01:04:01.929674,112
DEPART_TRAIN,29,-112,2015-03-23T21:58:31.518105,112
UNLOAD_SHIP,-304,6,2015-10-02T04:00:15.373858,113
LOAD_TRAIN,60,21,2015-10-05T08:52:51.179836,113
DEPART_TRAIN,34,-113,2015-10-06T15:13:38.638886,113
UNLOAD_SHIP,-170,7,2015-08-31T20:47:26.928370,114
NOISE,29,120,2015-09-01T22:02:47.928370,114
LOAD_TRAIN,72,-28,2015-09-04T03:40:08.367801,114
NOISE,81,-94,2015-09-04T07:17:43.367801,114
DEPART_TRAIN,35,-95,2015-09-04T21:24:57.181035,114
NOISE,65,-116,2015-09-05T13:50:03.181035,114
NOISE,65,37,2015-04-09T11:15:55.047088,115
UNLOAD_SHIP,-227,7,2015-04-10T09:36:27.445213,115
LOAD_TRAIN,72,-18,2015-04-13T13:04:39.139600,115
NOISE,28,48,2015-04-13T22:31:37.139600,115
DEPART_TRAIN,0,71,2015-04-14T12:49:19.550404,115
NOISE,65,73,2015-04-15T02:05:02.550404,115
UNLOAD_SHIP,-294,-47,2015-06-09T22:50:46.062201,116
NOISE,90,98,2015-06-11T10:56:18.062201,116
LOAD_TRAIN,98,-49,2015-06-12T20:53:25.200332,116
NOISE,0,104,2015-06-12T23:11:57.200332,116
DEPART_TRAIN,28,-96,2015-06-13T15:33:55.411742,116
NOISE,22,109,2015-06-13T23:50:04.411742,116
UNLOAD_SHIP,-292,-38,2015-08-12T11:32:20.151548,117
NOISE,20,-28,2015-08-15T11:12:01.151548,117
LOAD_TRAIN,125,-31,2015-08-15T14:38:26.223183,117
DEPART_TRAIN,3,100,2015-08-16T13:10:31.114107,117
NOISE,96,-107,2015-01-28T14:38:16.392074,118
UNLOAD_SHIP,-169,60,2015-01-31T04:12:43.277265,118
LOAD_TRAIN,133,-36,2015-02-03T01:03:33.247669,118
DEPART_TRAIN,-16,-103,2015-02-04T05:07:23.158520,118
NOISE,99,118,2015-08-04T12:13:40.294944,119
UNLOAD_SHIP,-154,-42,2015-08-06T09:57:07.283552,119
NOISE,115,-96,2015-08-09T02:01:39.283552,119
LOAD_TRAIN,106,-20,2015-08-09T12:37:48.684893,119
DEPART_TRAIN,-34,-122,2015-08-10T06:57:02.633215,119
UNLOAD_SHIP,-179,16,2015-08-10T23:58:08.942104,120
NOISE,40,-92,2015-08-11T07:05:23.942104,120
NOISE,60,59,2015-08-12T21:59:30.942104,120
LOAD_TRAIN,80,48,2015-08-14T01:32:38.553474,120
NOISE,89,30,2015-08-14T08:40:49.553474,120
DEPART_TRAIN,9,-93,2015-08-14T19:22:46.940586,120
NOISE,4,-119,2015-08-14T22:14:10.940586,120
UNLOAD_SHIP,-200,64,2015-01-12T21:20:03.205716,121
LOAD_TRAIN,129,-3,2015-01-15T19:54:31.859791,121
NOISE,55,-19,2015-01-16T06:46:10.859791,121
DEPART_TRAIN,19,103,2015-01-16T18:44:08.846254,121
NOISE,93,2,2015-01-16T18:47:16.846254,121
UNLOAD_SHIP,-204,-54,2015-04-26T23:16:09.980174,122
LOAD_TRAIN,135,16,2015-04-30T04:23:46.075062,122
DEPART_TRAIN,-21,-96,2015-04-30T21:55:11.411566,122
NOISE,71,-94,2015-02-23T22:39:20.982690,123
UNLOAD_SHIP,-234,-45,2015-02-25T11:46:45.825477,123
NOISE,20,96,2015-02-25T12:22:12.825477,123
LOAD_TRAIN,67,-18,2015-02-28T12:12:38.175275,123
NOISE,53,35,2015-03-01T07:28:21.175275,123
DEPART_TRAIN,-1,-122,2015-03-01T18:42:33.966537,123
NOISE,69,40,2015-03-02T01:25:04.966537,123
UNLOAD_SHIP,-290,43,2015-12-11T06:21:41.687116,124
LOAD_TRAIN,138,6,2015-12-14T01:45:07.680970,124
NOISE,60,60,2015-12-14T17:08:28.680970,124
DEPART_TRAIN,19,56,2015-12-14T20:08:31.039374,124
NOISE,26,-82,2015-12-15T03:06:35.039374,124
NOISE,38,112,2015-12-06T09:50:56.268991,125
UNLOAD_SHIP,-194,-45,2015-12-07T00:33:05.682344,125
NOISE,70,1,2015-12-09T21:21:20.682344,125
LOAD_TRAIN,108,-10,2015-12-10T05:15:14.551530,125
DEPART_TRAIN,-5,-102,2015-12-11T02:42:25.609406,125
UNLOAD_SHIP,-225,-40,2015-08-21T15:27:57.435456,126
NOISE,23,107,2015-08-22T09:54:21.435456,126
LOAD_TRAIN,76,-19,2015-08-24T19:33:41.072339,126
NOISE,18,40,2015-08-25T00:21:15.072339,126
DEPART_TRAIN,36,-74,2015-08-26T00:19:59.553909,126
NOISE,58,106,2015-08-26T20:58:38.553909,126
NOISE,92,-51,2015-08-10T18:33:07.264486,127
UNLOAD_SHIP,-247,-52,2015-08-12T21:02:00.963230,127
LOAD_TRAIN,80,-42,2015-08-16T03:50:19.421472,127
DEPART_TRAIN,2,-144,2015-08-17T10:28:00.301410,127
UNLOAD_SHIP,-250,58,2015-09-18T16:38:31.323489,128
LOAD_TRAIN,73,-42,2015-09-21T15:54:24.169965,128
DEPART_TRAIN,25,-57,2015-09-22T17:57:19.833809,128
UNLOAD_SHIP,-139,-5,2015-01-11T20:16:29.040609,129
LOAD_TRAIN,116,-26,2015-01-14T23:20:53.489443,129
DEPART_TRAIN,33,94,2015-01-15T23:55:53.490916,129
UNLOAD_SHIP,-245,-7,2015-06-15T06:47:15.712308,130
LOAD_TRAIN,107,26,2015-06-18T06:22:39.387422,130
NOISE,39,-15,2015-06-18T12:37:06.387422,130
DEPART_TRAIN,20,-108,2015-06-19T03:42:02.150082,130
NOISE,29,-72,2015-06-20T04:53:03.150082,130
NOISE,113,-117,2015-06-21T21:10:50.780967,131
UNLOAD_SHIP,-284,63,2015-06-22T13:37:27.744926,131
NOISE,84,92,2015-06-24T05:27:51.744926,131
NOISE,32,60,2015-06-25T08:35:05.744926,131
LOAD_TRAIN,62,-13,2015-06-25T12:00:05.827655,131
NOISE,6,5,2015-06-26T02:11:25.827655,131
DEPART_TRAIN,-7,77,2015-06-26T13:51:31.356954,131
NOISE,26,-97,2015-06-26T19:37:57.356954,131
NOISE,102,46,2015-05-08T13:25:01.081104,132
UNLOAD_SHIP,-283,-40,2015-05-10T10:54:43.514817,132
NOISE,56,45,2015-05-12T21:22:35.514817,132
LOAD_TRAIN,67,-2,2015-05-13T05:22:09.518583,132
DEPART_TRAIN,-32,145,2015-05-14T03:25:43.332643,132
UNLOAD_SHIP,-184,-43,2015-01-27T06:05:04.562545,133
LOAD_TRAIN,68,-14,2015-01-30T07:41:09.493111,133
DEPART_TRAIN,-9,63,2015-01-31T05:39:51.249550,133
UNLOAD_SHIP,-310,-62,2015-01-15T17:32:44.412115,134
LOAD_TRAIN,108,19,2015-01-18T12:07:26.948385,134
NOISE,109,-40,2015-01-19T05:03:57.948385,134
DEPART_TRAIN,-23,-69,2015-01-19T05:42:05.221702,134
NOISE,58,5,2015-01-19T05:49:59.221702,134
NOISE,48,57,2015-03-06T15:55:07.657941,135
UNLOAD_SHIP,-223,-50,2015-03-08T02:38:39.343542,135
LOAD_TRAIN,63,-7,2015-03-11T06:23:01.173845,135
DEPART_TRAIN,-35,-110,2015-03-12T04:02:55.876574,135
UNLOAD_SHIP,-205,-36,2015-12-13T01:50:12.149661,136
NOISE,74,17,2015-12-15T17:14:09.149661,136
LOAD_TRAIN,121,-10,2015-12-16T01:37:02.823453,136
NOISE,47,37,2015-12-16T10:49:52.823453,136
DEPART_TRAIN,3,-57,2015-12-16T19:45:00.455218,136
NOISE,18,2,2015-12-16T21:59:56.455218,136
UNLOAD_SHIP,-148,65,2015-06-15T12:04:24.473119,137
NOISE,92,-62,2015-06-16T04:34:45.473119,137
NOISE,111,68,2015-06-17T07:38:47.473119,137
LOAD_TRAIN,139,26,2015-06-18T12:26:33.311947,137
DEPART_TRAIN,-9,-106,2015-06-19T16:53:18.420428,137
UNLOAD_SHIP,-263,-54,2015-03-29T08:45:39.911848,138
LOAD_TRAIN,137,6,2015-04-01T13:15:26.235545,138
DEPART_TRAIN,-28,-76,2015-04-02T09:49:36.234512,138
UNLOAD_SHIP,-301,45,2015-10-11T01:33:36.273025,139
NOISE,20,-16,2015-10-11T05:41:09.273025,139
NOISE,106,-52,2015-10-13T01:22:22.273025,139
LOAD_TRAIN,105,-2,2015-10-13T18:36:18.467918,139
DEPART_TRAIN,3,56,2015-10-14T15:06:17.999612,139
UNLOAD_SHIP,-159,-51,2015-11-19T00:31:14.789481,140
NOISE,70,-43,2015-11-21T05:42:22.789481,140
LOAD_TRAIN,140,-13,2015-11-22T03:47:40.468239,140
DEPART_TRAIN,15,65,2015-11-23T08:29:45.235801,140
UNLOAD_SHIP,-243,16,2015-12-14T13:50:22.249597,141
NOISE,100,31,2015-12-14T19:22:59.249597,141
LOAD_TRAIN,74,38,2015-12-17T08:23:01.650623,141
DEPART_TRAIN,-10,-55,2015-12-18T10:46:08.140795,141
NOISE,81,-7,2015-05-07T18:30:23.485656,142
UNLOAD_SHIP,-262,-39,2015-05-09T11:47:23.961725,142
NOISE,117,-46,2015-05-12T09:33:38.961725,142
LOAD_TRAIN,78,35,2015-05-12T09:55:40.571379,142
DEPART_TRAIN,40,124,2015-05-13T11:54:41.279739,142
UNLOAD_SHIP,-224,-9,2015-05-13T20:00:15.421347,143
NOISE,48,-83,2015-05-14T14:57:52.421347,143
NOISE,46,-118,2015-05-15T13:00:50.421347,143
LOAD_TRAIN,76,-38,2015-05-16T15:49:38.086250,143
DEPART_TRAIN,-27,-58,2015-05-17T19:27:05.720599,143
UNLOAD_SHIP,-185,-43,2015-03-26T13:25:55.935376,144
LOAD_TRAIN,131,-12,2015-03-29T09:47:24.576277,144
NOISE,62,93,2015-03-29T11:44:53.576277,144
DEPART_TRAIN,14,-120,2015-03-30T04:12:16.548972,144
NOISE,10,90,2015-03-30T17:01:48.548972,144
UNLOAD_SHIP,-182,50,2015-09-14T15:51:20.183049,145
NOISE,78,-109,2015-09-14T17:49:43.183049,145
NOISE,78,57,2015-09-16T09:52:42.183049,145
NOISE,24,29,2015-09-17T18:14:18.183049,145
LOAD_TRAIN,60,24,2015-09-17T18:32:06.778195,145
DEPART_TRAIN,40,133,2015-09-18T17:46:44.838327,145
UNLOAD_SHIP,-309,12,2015-02-14T17:18:30.103382,146
LOAD_TRAIN,93,42,2015-02-17T23:03:52.298557,146
DEPART_TRAIN,-5,-75,2015-02-18T21:27:00.660710,146
UNLOAD_SHIP,-185,22,2015-04-08T18:26:45.242629,147
LOAD_TRAIN,126,-8,2015-04-11T19:16:43.926935,147
NOISE,37,-31,2015-04-12T14:06:28.926935,147
DEPART_TRAIN,-29,-104,2015-04-12T21:26:34.362814,147
NOISE,5,-17,2015-04-12T22:43:07.362814,147
NOISE,79,63,2015-06-09T09:42:38.900540,148
NOISE,9,5,2015-06-09T15:45:14.900540,148
UNLOAD_SHIP,-172,-60,2015-06-10T18:57:42.909071,148
NOISE,64,-27,2015-06-13T08:20:53.909071,148
LOAD_TRAIN,130,-37,2015-06-13T20:43:32.635944,148
NOISE,96,-114,2015-06-14T08:49:06.635944,148
DEPART_TRAIN,-4,-105,2015-06-14T17:24:52.605809,148
NOISE,19,-46,2015-06-15T17:34:29.605809,148
NOISE,38,-100,2015-09-13T06:52:29.678750,149
UNLOAD_SHIP,-217,-20,2015-09-14T18:55:12.208786,149
LOAD_TRAIN,73,6,2015-09-18T00:10:19.742685,149
NOISE,97,6,2015-09-18T02:33:38.742685,149
NOISE,94,-17,2015-09-18T17:36:34.742685,149
DEPART_TRAIN,-21,-128,2015-09-18T17:41:37.100492,149
NOISE,107,-106,2015-09-19T05:00:43.100492,149
NOISE,40,76,2015-09-19T08:59:07.100492,149
UNLOAD_SHIP,-244,55,2015-05-26T22:11:18.933374,150
LOAD_TRAIN,86,40,2015-05-30T02:43:15.500022,150
DEPART_TRAIN,-34,-135,2015-05-31T02:21:49.080284,150
UNLOAD_SHIP,-242,-20,2015-03-10T08:17:25.396148,151
LOAD_TRAIN,89,-28,2015-03-13T01:36:05.075054,151
DEPART_TRAIN,-25,-107,2015-03-14T00:05:10.292978,151
NOISE,104,-106,2015-09-24T22:23:33.694079,152
UNLOAD_SHIP,-204,-18,2015-09-25T06:27:18.587207,152
NOISE,50,6,2015-09-26T18:37:55.587207,152
LOAD_TRAIN,132,41,2015-09-28T06:22:35.105939,152
DEPART_TRAIN,-19,-93,2015-09-29T05:23:36.673884,152
NOISE,82,3,2015-03-30T22:16:17.380020,153
UNLOAD_SHIP,-180,38,2015-04-01T23:02:13.924474,153
LOAD_TRAIN,84,-44,2015-04-05T03:21:05.865505,153
DEPART_TRAIN,5,100,2015-04-06T08:49:58.724353,153
UNLOAD_SHIP,-204,-6,2015-05-25T00:36:15.942388,154
LOAD_TRAIN,76,-26,2015-05-27T18:54:18.499369,154
NOISE,2,-3,2015-05-27T21:49:59.499369,154
NOISE,3,-65,2015-05-28T09:12:56.499369,154
DEPART_TRAIN,-10,101,2015-05-28T16:00:53.586635,154
NOISE,117,25,2015-05-28T16:31:46.586635,154
NOISE,41,62,2015-05-28T19:19:37.586635,154
UNLOAD_SHIP,-253,-35,2015-12-23T10:16:52.899361,155
NOISE,79,-38,2015-12-25T14:45:24.899361,155
LOAD_TRAIN,61,-20,2015-12-26T17:17:10.921648,155
NOISE,28,35,2015-12-26T17:59:58.921648,155
DEPART_TRAIN,-36,-138,2015-12-27T11:52:27.325749,155
NOISE,49,33,2015-12-27T21:10:27.325749,155
NOISE,3,-50,2015-10-11T17:55:04.147969,156
UNLOAD_SHIP,-162,20,2015-10-12T07:13:36.632432,156
LOAD_TRAIN,65,30,2015-10-15T13:52:53.977942,156
DEPART_TRAIN,-10,-63,2015-10-16T17:41:25.795923,156
UNLOAD_SHIP,-233,-4,2015-03-07T16:02:34.931806,157
NOISE,105,85,2015-03-08T15:47:21.931806,157
LOAD_TRAIN,76,-14,2015-03-10T21:09:04.949534,157
NOISE,112,-23,2015-03-10T22:03:27.949534,157
NOISE,71,-98,2015-03-11T01:40:58.949534,157
DEPART_TRAIN,-6,116,2015-03-11T16:11:52.856874,157
NOISE,1,-97,2015-03-11T18:49:45.856874,157
NOISE,11,-80,2015-03-12T06:49:49.856874,157
UNLOAD_SHIP,-218,14,2015-01-25T02:14:23.890627,158
LOAD_TRAIN,90,17,2015-01-28T06:00:34.697136,158
DEPART_TRAIN,39,-55,2015-01-29T05:22:17.073162,158
UNLOAD_SHIP,-144,-15,2015-05-03T07:55:13.289918,159
LOAD_TRAIN,85,-13,2015-05-06T09:01:25.409054,159
DEPART_TRAIN,-1,-87,2015-05-07T13:22:04.234942,159
UNLOAD_SHIP,-291,52,2015-06-27T19:58:40.852139,160
NOISE,2,75,2015-06-28T09:36:10.852139,160
LOAD_TRAIN,91,24,2015-07-01T01:04:19.622585,160
NOISE,56,-48,2015-07-01T07:25:20.622585,160
NOISE,38,-120,2015-07-01T20:07:10.622585,160
DEPART_TRAIN,22,115,2015-07-02T01:24:17.958283,160
NOISE,92,-47,2015-07-02T18:46:27.958283,160
NOISE,21,-20,2015-07-02T22:09:50.958283,160
UNLOAD_SHIP,-148,-56,2015-12-26T18:37:38.308728,161
LOAD_TRAIN,76,0,2015-12-29T21:33:00.781112,161
NOISE,72,58,2015-12-30T09:53:51.781112,161
DEPART_TRAIN,26,-55,2015-12-30T21:24:11.420381,161
NOISE,102,111,2016-01-01T10:35:09.420381,161
UNLOAD_SHIP,-199,-16,2015-08-21T02:46:17.672197,162
NOISE,59,120,2015-08-23T17:42:57.672197,162
LOAD_TRAIN,62,7,2015-08-24T09:38:23.017439,162
NOISE,94,-21,2015-08-25T04:24:02.017439,162
DEPART_TRAIN,2,-66,2015-08-25T13:42:22.400853,162
NOISE,14,-67,2015-08-25T20:51:16.400853,162
UNLOAD_SHIP,-222,-50,2015-02-26T13:38:58.805459,163
NOISE,68,-96,2015-02-27T06:10:27.805459,163
LOAD_TRAIN,83,27,2015-03-01T12:14:14.173563,163
NOISE,117,22,2015-03-01T20:56:03.173563,163
DEPART_TRAIN,-18,-78,2015-03-02T12:56:55.842933,163
NOISE,9,74,2015-03-03T00:57:35.842933,163
UNLOAD_SHIP,-178,-33,2015-10-03T20:00:33.315858,164
NOISE,45,99,2015-10-04T14:18:08.315858,164
LOAD_TRAIN,115,-17,2015-10-06T19:41:22.040268,164
NOISE,36,-39,2015-10-06T20:45:58.040268,164
DEPART_TRAIN,6,-108,2015-10-07T17:16:07.226519,164
NOISE,57,-85,2015-10-08T03:46:47.226519,164
UNLOAD_SHIP,-135,54,2015-01-25T15:51:09.460398,165
LOAD_TRAIN,88,13,2015-01-28T20:15:31.761408,165
NOISE,17,-60,2015-01-29T23:33:28.761408,165
DEPART_TRAIN,-23,-92,2015-01-29T23:38:46.889053,165
NOISE,9,-45,2015-01-30T14:58:37.889053,165
UNLOAD_SHIP,-267,20,2015-05-13T17:01:35.376885,166
LOAD_TRAIN,63,-1,2015-05-16T13:21:50.065254,166
DEPART_TRAIN,-6,-98,2015-05-17T16:10:23.433802,166
NOISE,27,118,2015-01-25T20:16:28.875354,167
UNLOAD_SHIP,-260,30,2015-01-26T16:38:35.594441,167
LOAD_TRAIN,95,-47,2015-01-29T15:13:45.574029,167
DEPART_TRAIN,13,87,2015-01-30T19:05:48.822205,167
UNLOAD_SHIP,-170,-5,2015-03-14T10:27:30.768888,168
LOAD_TRAIN,85,-19,2015-03-17T16:26:23.887330,168
NOISE,71,40,2015-03-18T08:37:21.887330,168
DEPART_TRAIN,17,-136,2015-03-18T11:50:24.674765,168
NOISE,5,12,2015-03-18T19:30:05.674765,168
UNLOAD_SHIP,-172,38,2015-03-27T17:22:50.342170,169
LOAD_TRAIN,112,-23,2015-03-30T23:16:01.415141,169
DEPART_TRAIN,8,-137,2015-03-31T16:26:16.730848,169
UNLOAD_SHIP,-132,-26,2015-08-17T03:55:06.898106,170
LOAD_TRAIN,91,20,2015-08-20T01:41:38.067787,170
NOISE,84,106,2015-08-20T02:12:24.067787,170
NOISE,9,-7,2015-08-20T07:53:22.067787,170
DEPART_TRAIN,29,67,2015-08-20T21:36:57.014053,170
NOISE,6,-118,2015-08-21T10:36:36.014053,170
NOISE,107,82,2015-08-21T15:31:15.014053,170
UNLOAD_SHIP,-158,-28,2015-02-12T22:42:40.449068,171
NOISE,41,36,2015-02-15T15:07:31.449068,171
LOAD_TRAIN,125,27,2015-02-15T20:46:59.945810,171
NOISE,51,-29,2015-02-16T08:34:42.945810,171
DEPART_TRAIN,31,81,2015-02-16T19:35:33.982604,171
NOISE,118,-18,2015-02-16T22:03:40.982604,171
NOISE,34,-89,2015-01-29T08:29:22.237403,172
UNLOAD_SHIP,-205,-40,2015-01-31T09:20:10.161798,172
LOAD_TRAIN,137,-13,2015-02-03T06:57:57.379141,172
DEPART_TRAIN,17,-87,2015-02-04T03:32:22.270621,172
NOISE,113,9,2015-12-25T12:09:56.232082,173
UNLOAD_SHIP,-310,26,2015-12-27T13:12:01.947541,173
LOAD_TRAIN,107,17,2015-12-30T13:34:18.085030,173
NOISE,48,-120,2015-12-31T00:22:34.085030,173
DEPART_TRAIN,-39,63,2015-12-31T20:40:01.416346,173
NOISE,53,44,2016-01-02T12:23:20.416346,173
UNLOAD_SHIP,-303,37,2015-09-12T18:31:34.414408,174
NOISE,55,-21,2015-09-13T11:49:18.414408,174
LOAD_TRAIN,124,26,2015-09-15T21:38:44.365405,174
NOISE,4,-95,2015-09-16T19:02:32.365405,174
DEPART_TRAIN,20,141,2015-09-16T19:35:50.918772,174
NOISE,40,-53,2015-09-17T20:15:31.918772,174
NOISE,111,48,2015-07-09T02:08:07.916360,175
UNLOAD_SHIP,-234,-6,2015-07-10T08:55:34.585049,175
LOAD_TRAIN,126,35,2015-07-13T01:48:01.629886,175
NOISE,1,11,2015-07-13T08:41:14.629886,175
DEPART_TRAIN,-5,-63,2015-07-13T18:51:06.950893,175
NOISE,43,-36,2015-07-14T03:18:01.950893,175
NOISE,64,60,2015-11-25T02:47:03.120237,176
UNLOAD_SHIP,-298,37,2015-11-26T04:14:04.775156,176
LOAD_TRAIN,74,-16,2015-11-29T05:45:44.880932,176
DEPART_TRAIN,25,-58,2015-11-30T02:17:01.579077,176
UNLOAD_SHIP,-236,-62,2015-04-08T21:38:03.417918,177
NOISE,21,23,2015-04-10T03:08:45.417918,177
LOAD_TRAIN,102,20,2015-04-11T19:52:58.572053,177
NOISE,53,-33,2015-04-12T19:22:14.572053,177
DEPART_TRAIN,20,-107,2015-04-12T22:19:09.976368,177
NOISE,21,37,2015-04-13T03:00:18.976368,177
UNLOAD_SHIP,-151,-65,2015-11-23T00:19:33.472718,178
NOISE,84,13,2015-11-24T07:30:34.472718,178
LOAD_TRAIN,89,31,2015-11-26T00:55:21.146450,178
DEPART_TRAIN,23,-108,2015-11-27T03:19:14.447351,178
UNLOAD_SHIP,-186,-27,2015-04-22T08:12:15.118314,179
LOAD_TRAIN,91,22,2015-04-25T02:16:22.187593,179
NOISE,105,-2,2015-04-26T05:42:53.187593,179
DEPART_TRAIN,18,-122,2015-04-26T07:58:38.480023,179
NOISE,51,117,2015-04-26T16:08:42.480023,179
UNLOAD_SHIP,-193,-35,2015-05-15T03:27:59.897459,180
NOISE,117,33,2015-05-16T09:00:58.897459,180
LOAD_TRAIN,131,47,2015-05-18T07:12:39.464742,180
DEPART_TRAIN,-24,-89,2015-05-19T05:38:57.645761,180
NOISE,54,-47,2015-08-02T00:06:33.864139,181
UNLOAD_SHIP,-171,-29,2015-08-02T11:22:50.513062,181
LOAD_TRAIN,136,16,2015-08-05T09:54:26.248481,181
DEPART_TRAIN,-6,-90,2015-08-06T15:06:47.472097,181
UNLOAD_SHIP,-217,36,2015-03-28T02:39:50.072754,182
